ID,year,mo,month,quarter,st,state,country,product,category,unit_price,unit,amount
2571,2014,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,1,1000
2572,2014,6,Jun,Q2,CA,California,USA,Laptop,Electronic,1000,57,57000
2573,2014,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,18,9000
2574,2014,2,Feb,Q1,NY,New York,USA,Laptop,Electronic,1000,30,30000
2575,2014,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,27,3240
2576,2014,11,Nov,Q4,ON,Ontario,Canada,Mattress,Furniture,800,11,8800
2577,2014,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,7,840
2578,2014,9,Sep,Q3,NY,New York,USA,Laptop,Electronic,1000,45,45000
2579,2013,10,Oct,Q4,CA,California,USA,Laptop,Electronic,1000,30,30000
2580,2013,12,Dec,Q4,WA,Washington,USA,Mattress,Furniture,800,33,26400
2581,2013,10,Oct,Q4,WA,Washington,USA,Laptop,Electronic,1000,51,51000
2582,2013,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,63,7560
2583,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,24,2880
2584,2013,8,Aug,Q3,WA,Washington,USA,Laptop,Electronic,1000,27,27000
2585,2014,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,21,2520
2586,2013,6,Jun,Q2,CA,California,USA,Laptop,Electronic,1000,7,7000
2587,2014,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,56,6720
2588,2014,5,May,Q2,CA,California,USA,Chair,Furniture,120,53,6360
2589,2014,6,Jun,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,54,54000
2590,2013,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,54,6480
2591,2013,5,May,Q2,WA,Washington,USA,Tablet,Electronic,500,56,28000
2592,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,56,6720
2593,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,3,360
2594,2014,12,Dec,Q4,ON,Ontario,Canada,Printer,Electronic,200,6,1200
2595,2013,2,Feb,Q1,WA,Washington,USA,Tablet,Electronic,500,39,19500
2596,2013,1,Jan,Q1,WA,Washington,USA,Tablet,Electronic,500,27,13500
2597,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,12,1440
2598,2014,12,Dec,Q4,QU,Quebec,Canada,Laptop,Electronic,1000,25,25000
2599,2013,2,Feb,Q1,ON,Ontario,Canada,Chair,Furniture,120,64,7680
2600,2014,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,17,8500
2601,2013,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,25,3000
2602,2014,9,Sep,Q3,CA,California,USA,Printer,Electronic,200,3,600
2603,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,54,6480
2604,2013,11,Nov,Q4,NY,New York,USA,Printer,Electronic,200,56,11200
2605,2013,10,Oct,Q4,WA,Washington,USA,Chair,Furniture,120,29,3480
2606,2014,8,Aug,Q3,ON,Ontario,Canada,Laptop,Electronic,1000,58,58000
2607,2014,10,Oct,Q4,WA,Washington,USA,Tablet,Electronic,500,37,18500
2608,2013,3,Mar,Q1,NY,New York,USA,Tablet,Electronic,500,54,27000
2609,2014,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,14,7000
2610,2013,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,66,33000
2611,2014,11,Nov,Q4,QU,Quebec,Canada,Tablet,Electronic,500,66,33000
2612,2013,5,May,Q2,NY,New York,USA,Mattress,Furniture,800,38,30400
2613,2014,11,Nov,Q4,CA,California,USA,Printer,Electronic,200,1,200
2614,2013,1,Jan,Q1,QU,Quebec,Canada,Laptop,Electronic,1000,44,44000
2615,2014,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,24,12000
2616,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,26,3120
2617,2013,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,44,5280
2618,2014,6,Jun,Q2,WA,Washington,USA,Tablet,Electronic,500,5,2500
2619,2013,4,Apr,Q2,ON,Ontario,Canada,Chair,Furniture,120,61,7320
2620,2013,7,Jul,Q3,NY,New York,USA,Laptop,Electronic,1000,53,53000
2621,2014,1,Jan,Q1,NY,New York,USA,Tablet,Electronic,500,61,30500
2622,2014,5,May,Q2,QU,Quebec,Canada,Chair,Furniture,120,21,2520
2623,2013,12,Dec,Q4,WA,Washington,USA,Laptop,Electronic,1000,56,56000
2624,2013,9,Sep,Q3,WA,Washington,USA,Chair,Furniture,120,46,5520
2625,2014,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,45,5400
2626,2013,5,May,Q2,WA,Washington,USA,Chair,Furniture,120,16,1920
2627,2014,11,Nov,Q4,QU,Quebec,Canada,Laptop,Electronic,1000,23,23000
2628,2014,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,13,1560
2629,2014,5,May,Q2,NY,New York,USA,Laptop,Electronic,1000,51,51000
2630,2013,3,Mar,Q1,NY,New York,USA,Laptop,Electronic,1000,56,56000
2631,2013,1,Jan,Q1,ON,Ontario,Canada,Chair,Furniture,120,56,6720
2632,2014,2,Feb,Q1,NY,New York,USA,Laptop,Electronic,1000,21,21000
2633,2013,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,17,8500
2634,2013,10,Oct,Q4,NY,New York,USA,Chair,Furniture,120,3,360
2635,2014,12,Dec,Q4,NY,New York,USA,Laptop,Electronic,1000,49,49000
2636,2013,3,Mar,Q1,NY,New York,USA,Printer,Electronic,200,3,600
2637,2014,11,Nov,Q4,QU,Quebec,Canada,Tablet,Electronic,500,66,33000
2638,2013,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,1,120
2639,2013,4,Apr,Q2,CA,California,USA,Tablet,Electronic,500,7,3500
2640,2014,10,Oct,Q4,QU,Quebec,Canada,Laptop,Electronic,1000,53,53000
2641,2014,7,Jul,Q3,NY,New York,USA,Tablet,Electronic,500,35,17500
2642,2014,1,Jan,Q1,NY,New York,USA,Tablet,Electronic,500,28,14000
2643,2013,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,28,14000
2644,2014,3,Mar,Q1,CA,California,USA,Tablet,Electronic,500,6,3000
2645,2013,2,Feb,Q1,WA,Washington,USA,Chair,Furniture,120,42,5040
2646,2013,9,Sep,Q3,QU,Quebec,Canada,Chair,Furniture,120,11,1320
2647,2013,2,Feb,Q1,NY,New York,USA,Printer,Electronic,200,6,1200
2648,2013,9,Sep,Q3,ON,Ontario,Canada,Mattress,Furniture,800,32,25600
2649,2014,1,Jan,Q1,ON,Ontario,Canada,Mattress,Furniture,800,46,36800
2650,2014,3,Mar,Q1,NY,New York,USA,Tablet,Electronic,500,7,3500
2651,2014,5,May,Q2,NY,New York,USA,Printer,Electronic,200,0,0
2652,2013,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,47,5640
2653,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,5,600
2654,2013,5,May,Q2,CA,California,USA,Tablet,Electronic,500,49,24500
2655,2014,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,38,19000
2656,2014,4,Apr,Q2,NY,New York,USA,Printer,Electronic,200,12,2400
2657,2013,6,Jun,Q2,ON,Ontario,Canada,Chair,Furniture,120,41,4920
2658,2014,7,Jul,Q3,NY,New York,USA,Laptop,Electronic,1000,50,50000
2659,2013,2,Feb,Q1,NY,New York,USA,Tablet,Electronic,500,10,5000
2660,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,11,1320
2661,2014,9,Sep,Q3,ON,Ontario,Canada,Laptop,Electronic,1000,28,28000
2662,2013,8,Aug,Q3,ON,Ontario,Canada,Laptop,Electronic,1000,40,40000
2663,2013,4,Apr,Q2,NY,New York,USA,Mattress,Furniture,800,47,37600
2664,2014,2,Feb,Q1,ON,Ontario,Canada,Chair,Furniture,120,41,4920
2665,2014,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,40,4800
2666,2014,5,May,Q2,CA,California,USA,Chair,Furniture,120,21,2520
2667,2014,12,Dec,Q4,ON,Ontario,Canada,Chair,Furniture,120,49,5880
2668,2014,6,Jun,Q2,NY,New York,USA,Printer,Electronic,200,47,9400
2669,2013,9,Sep,Q3,QU,Quebec,Canada,Laptop,Electronic,1000,44,44000
2670,2014,3,Mar,Q1,WA,Washington,USA,Tablet,Electronic,500,63,31500
2671,2014,8,Aug,Q3,ON,Ontario,Canada,Laptop,Electronic,1000,48,48000
2672,2014,10,Oct,Q4,CA,California,USA,Printer,Electronic,200,37,7400
2673,2014,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,19,2280
2674,2013,12,Dec,Q4,NY,New York,USA,Tablet,Electronic,500,45,22500
2675,2013,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,48,24000
2676,2013,3,Mar,Q1,CA,California,USA,Printer,Electronic,200,7,1400
2677,2014,3,Mar,Q1,WA,Washington,USA,Chair,Furniture,120,45,5400
2678,2013,12,Dec,Q4,ON,Ontario,Canada,Tablet,Electronic,500,32,16000
2679,2013,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,56,6720
2680,2013,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,29,3480
2681,2014,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,9,1080
2682,2013,2,Feb,Q1,QU,Quebec,Canada,Printer,Electronic,200,27,5400
2683,2013,7,Jul,Q3,ON,Ontario,Canada,Tablet,Electronic,500,51,25500
2684,2014,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,3,360
2685,2014,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,44,5280
2686,2013,12,Dec,Q4,QU,Quebec,Canada,Printer,Electronic,200,0,0
2687,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,7,840
2688,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,66,7920
2689,2013,2,Feb,Q1,WA,Washington,USA,Chair,Furniture,120,20,2400
2690,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,36,4320
2691,2013,1,Jan,Q1,WA,Washington,USA,Tablet,Electronic,500,17,8500
2692,2013,5,May,Q2,CA,California,USA,Tablet,Electronic,500,16,8000
2693,2014,8,Aug,Q3,NY,New York,USA,Mattress,Furniture,800,63,50400
2694,2014,5,May,Q2,WA,Washington,USA,Printer,Electronic,200,38,7600
2695,2013,4,Apr,Q2,NY,New York,USA,Tablet,Electronic,500,28,14000
2696,2013,2,Feb,Q1,WA,Washington,USA,Tablet,Electronic,500,1,500
2697,2013,4,Apr,Q2,NY,New York,USA,Laptop,Electronic,1000,1,1000
2698,2013,3,Mar,Q1,CA,California,USA,Tablet,Electronic,500,64,32000
2699,2013,4,Apr,Q2,CA,California,USA,Laptop,Electronic,1000,21,21000
2700,2014,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,38,4560
2701,2014,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,5,5000
2702,2013,5,May,Q2,NY,New York,USA,Tablet,Electronic,500,57,28500
2703,2014,6,Jun,Q2,NY,New York,USA,Laptop,Electronic,1000,14,14000
2704,2013,12,Dec,Q4,CA,California,USA,Printer,Electronic,200,29,5800
2705,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,58,6960
2706,2014,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,65,7800
2707,2013,1,Jan,Q1,QU,Quebec,Canada,Chair,Furniture,120,45,5400
2708,2014,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,4,480
2709,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,31,3720
2710,2013,8,Aug,Q3,NY,New York,USA,Printer,Electronic,200,30,6000
2711,2013,6,Jun,Q2,ON,Ontario,Canada,Chair,Furniture,120,33,3960
2712,2014,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,52,6240
2713,2013,9,Sep,Q3,QU,Quebec,Canada,Chair,Furniture,120,7,840
2714,2014,9,Sep,Q3,CA,California,USA,Laptop,Electronic,1000,4,4000
2715,2013,4,Apr,Q2,CA,California,USA,Laptop,Electronic,1000,65,65000
2716,2014,12,Dec,Q4,NY,New York,USA,Tablet,Electronic,500,15,7500
2717,2014,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,14,7000
2718,2013,9,Sep,Q3,WA,Washington,USA,Laptop,Electronic,1000,31,31000
2719,2014,10,Oct,Q4,NY,New York,USA,Laptop,Electronic,1000,13,13000
2720,2014,11,Nov,Q4,CA,California,USA,Tablet,Electronic,500,42,21000
2721,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,24,2880
2722,2014,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,55,6600
2723,2013,10,Oct,Q4,NY,New York,USA,Chair,Furniture,120,34,4080
2724,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,39,4680
2725,2013,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,63,31500
2726,2013,11,Nov,Q4,WA,Washington,USA,Tablet,Electronic,500,43,21500
2727,2014,6,Jun,Q2,WA,Washington,USA,Mattress,Furniture,800,22,17600
2728,2013,9,Sep,Q3,NY,New York,USA,Tablet,Electronic,500,56,28000
2729,2014,10,Oct,Q4,NY,New York,USA,Mattress,Furniture,800,28,22400
2730,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,39,4680
2731,2014,6,Jun,Q2,NY,New York,USA,Printer,Electronic,200,28,5600
2732,2013,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,50,6000
2733,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,29,3480
2734,2013,7,Jul,Q3,QU,Quebec,Canada,Laptop,Electronic,1000,14,14000
2735,2013,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,22,2640
2736,2013,6,Jun,Q2,WA,Washington,USA,Tablet,Electronic,500,14,7000
2737,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,44,5280
2738,2014,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,12,1440
2739,2014,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,53,26500
2740,2014,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,52,26000
2741,2013,5,May,Q2,ON,Ontario,Canada,Mattress,Furniture,800,49,39200
2742,2013,4,Apr,Q2,CA,California,USA,Tablet,Electronic,500,53,26500
2743,2013,10,Oct,Q4,NY,New York,USA,Tablet,Electronic,500,23,11500
2744,2014,9,Sep,Q3,CA,California,USA,Mattress,Furniture,800,30,24000
2745,2013,4,Apr,Q2,ON,Ontario,Canada,Tablet,Electronic,500,65,32500
2746,2013,6,Jun,Q2,ON,Ontario,Canada,Chair,Furniture,120,40,4800
2747,2014,3,Mar,Q1,QU,Quebec,Canada,Laptop,Electronic,1000,64,64000
2748,2014,1,Jan,Q1,WA,Washington,USA,Chair,Furniture,120,33,3960
2749,2013,7,Jul,Q3,ON,Ontario,Canada,Tablet,Electronic,500,43,21500
2750,2013,10,Oct,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,8,8000
2751,2013,4,Apr,Q2,ON,Ontario,Canada,Chair,Furniture,120,48,5760
2752,2013,5,May,Q2,ON,Ontario,Canada,Chair,Furniture,120,40,4800
2753,2013,8,Aug,Q3,CA,California,USA,Printer,Electronic,200,61,12200
2754,2013,5,May,Q2,CA,California,USA,Laptop,Electronic,1000,56,56000
2755,2013,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,52,52000
2756,2013,1,Jan,Q1,NY,New York,USA,Laptop,Electronic,1000,3,3000
2757,2013,6,Jun,Q2,CA,California,USA,Printer,Electronic,200,34,6800
2758,2013,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,24,2880
2759,2013,1,Jan,Q1,NY,New York,USA,Laptop,Electronic,1000,3,3000
2760,2013,8,Aug,Q3,QU,Quebec,Canada,Laptop,Electronic,1000,32,32000
2761,2013,8,Aug,Q3,WA,Washington,USA,Laptop,Electronic,1000,36,36000
2762,2013,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,43,21500
2763,2013,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,34,17000
2764,2013,5,May,Q2,ON,Ontario,Canada,Chair,Furniture,120,28,3360
2765,2013,7,Jul,Q3,ON,Ontario,Canada,Mattress,Furniture,800,23,18400
2766,2014,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,29,3480
2767,2013,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,4,480
2768,2013,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,48,24000
2769,2013,12,Dec,Q4,QU,Quebec,Canada,Tablet,Electronic,500,18,9000
2770,2013,8,Aug,Q3,WA,Washington,USA,Laptop,Electronic,1000,57,57000
2771,2014,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,47,5640
2772,2014,12,Dec,Q4,WA,Washington,USA,Chair,Furniture,120,12,1440
2773,2013,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,16,1920
2774,2013,12,Dec,Q4,QU,Quebec,Canada,Tablet,Electronic,500,49,24500
2775,2013,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,19,9500
2776,2014,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,34,34000
2777,2014,6,Jun,Q2,QU,Quebec,Canada,Chair,Furniture,120,2,240
2778,2014,1,Jan,Q1,CA,California,USA,Laptop,Electronic,1000,37,37000
2779,2014,12,Dec,Q4,ON,Ontario,Canada,Tablet,Electronic,500,65,32500
2780,2014,11,Nov,Q4,CA,California,USA,Mattress,Furniture,800,30,24000
2781,2013,4,Apr,Q2,WA,Washington,USA,Laptop,Electronic,1000,56,56000
2782,2013,10,Oct,Q4,ON,Ontario,Canada,Chair,Furniture,120,60,7200
2783,2013,5,May,Q2,NY,New York,USA,Mattress,Furniture,800,64,51200
2784,2013,1,Jan,Q1,QU,Quebec,Canada,Chair,Furniture,120,53,6360
2785,2014,3,Mar,Q1,WA,Washington,USA,Printer,Electronic,200,33,6600
2786,2014,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,6,6000
2787,2013,11,Nov,Q4,CA,California,USA,Printer,Electronic,200,65,13000
2788,2014,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,21,2520
2789,2014,10,Oct,Q4,WA,Washington,USA,Laptop,Electronic,1000,66,66000
2790,2013,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,66,7920
2791,2013,8,Aug,Q3,CA,California,USA,Printer,Electronic,200,19,3800
2792,2014,8,Aug,Q3,WA,Washington,USA,Mattress,Furniture,800,22,17600
2793,2014,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,42,5040
2794,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,9,1080
2795,2013,4,Apr,Q2,CA,California,USA,Laptop,Electronic,1000,42,42000
2796,2013,12,Dec,Q4,WA,Washington,USA,Tablet,Electronic,500,50,25000
2797,2014,4,Apr,Q2,QU,Quebec,Canada,Tablet,Electronic,500,4,2000
2798,2013,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,7,3500
2799,2014,10,Oct,Q4,CA,California,USA,Laptop,Electronic,1000,65,65000
2800,2014,10,Oct,Q4,QU,Quebec,Canada,Printer,Electronic,200,29,5800
2801,2013,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,17,8500
2802,2013,6,Jun,Q2,QU,Quebec,Canada,Chair,Furniture,120,30,3600
2803,2014,3,Mar,Q1,CA,California,USA,Tablet,Electronic,500,26,13000
2804,2014,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,12,1440
2805,2014,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,36,4320
2806,2013,3,Mar,Q1,ON,Ontario,Canada,Laptop,Electronic,1000,59,59000
2807,2014,9,Sep,Q3,ON,Ontario,Canada,Tablet,Electronic,500,11,5500
2808,2014,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,16,1920
2809,2013,11,Nov,Q4,CA,California,USA,Printer,Electronic,200,12,2400
2810,2013,7,Jul,Q3,NY,New York,USA,Tablet,Electronic,500,63,31500
2811,2014,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,25,3000
2812,2014,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,57,6840
2813,2014,10,Oct,Q4,NY,New York,USA,Chair,Furniture,120,66,7920
2814,2013,5,May,Q2,WA,Washington,USA,Laptop,Electronic,1000,13,13000
2815,2013,11,Nov,Q4,QU,Quebec,Canada,Printer,Electronic,200,28,5600
2816,2013,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,50,6000
2817,2014,2,Feb,Q1,CA,California,USA,Laptop,Electronic,1000,23,23000
2818,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,19,2280
2819,2013,10,Oct,Q4,WA,Washington,USA,Laptop,Electronic,1000,26,26000
2820,2013,11,Nov,Q4,QU,Quebec,Canada,Printer,Electronic,200,42,8400
2821,2014,5,May,Q2,ON,Ontario,Canada,Chair,Furniture,120,36,4320
2822,2013,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,60,30000
2823,2013,9,Sep,Q3,ON,Ontario,Canada,Tablet,Electronic,500,13,6500
2824,2013,6,Jun,Q2,WA,Washington,USA,Laptop,Electronic,1000,44,44000
2825,2013,7,Jul,Q3,NY,New York,USA,Laptop,Electronic,1000,34,34000
2826,2013,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,16,16000
2827,2013,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,50,6000
2828,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,66,7920
2829,2013,5,May,Q2,NY,New York,USA,Chair,Furniture,120,43,5160
2830,2014,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,28,3360
2831,2014,7,Jul,Q3,QU,Quebec,Canada,Chair,Furniture,120,19,2280
2832,2013,2,Feb,Q1,CA,California,USA,Laptop,Electronic,1000,66,66000
2833,2013,10,Oct,Q4,CA,California,USA,Tablet,Electronic,500,20,10000
2834,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,12,1440
2835,2014,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,31,3720
2836,2013,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,57,28500
2837,2013,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,6,3000
2838,2014,5,May,Q2,NY,New York,USA,Chair,Furniture,120,28,3360
2839,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,22,2640
2840,2014,10,Oct,Q4,ON,Ontario,Canada,Tablet,Electronic,500,15,7500
2841,2013,10,Oct,Q4,QU,Quebec,Canada,Printer,Electronic,200,41,8200
2842,2013,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,32,16000
2843,2014,1,Jan,Q1,CA,California,USA,Mattress,Furniture,800,32,25600
2844,2013,6,Jun,Q2,CA,California,USA,Laptop,Electronic,1000,37,37000
2845,2014,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,9,1080
2846,2013,11,Nov,Q4,NY,New York,USA,Laptop,Electronic,1000,36,36000
2847,2013,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,25,3000
2848,2013,10,Oct,Q4,WA,Washington,USA,Printer,Electronic,200,63,12600
2849,2013,5,May,Q2,CA,California,USA,Printer,Electronic,200,6,1200
2850,2014,9,Sep,Q3,WA,Washington,USA,Tablet,Electronic,500,1,500
2851,2014,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,62,7440
2852,2014,11,Nov,Q4,ON,Ontario,Canada,Tablet,Electronic,500,62,31000
2853,2014,12,Dec,Q4,CA,California,USA,Printer,Electronic,200,38,7600
2854,2013,1,Jan,Q1,NY,New York,USA,Mattress,Furniture,800,61,48800
2855,2014,4,Apr,Q2,WA,Washington,USA,Chair,Furniture,120,12,1440
2856,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,33,3960
2857,2013,5,May,Q2,QU,Quebec,Canada,Tablet,Electronic,500,36,18000
2858,2014,3,Mar,Q1,ON,Ontario,Canada,Chair,Furniture,120,4,480
2859,2014,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,8,4000
2860,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,45,5400
2861,2013,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,66,66000
2862,2014,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,35,35000
2863,2013,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,21,2520
2864,2014,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,1,120
2865,2014,12,Dec,Q4,ON,Ontario,Canada,Tablet,Electronic,500,12,6000
2866,2014,4,Apr,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,13,13000
2867,2014,9,Sep,Q3,WA,Washington,USA,Chair,Furniture,120,34,4080
2868,2014,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,0,0
2869,2013,11,Nov,Q4,NY,New York,USA,Printer,Electronic,200,13,2600
2870,2013,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,4,2000
2871,2014,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,33,16500
2872,2014,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,54,27000
2873,2013,4,Apr,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,3,3000
2874,2014,1,Jan,Q1,WA,Washington,USA,Laptop,Electronic,1000,48,48000
2875,2013,8,Aug,Q3,WA,Washington,USA,Laptop,Electronic,1000,18,18000
2876,2014,12,Dec,Q4,QU,Quebec,Canada,Tablet,Electronic,500,25,12500
2877,2013,6,Jun,Q2,QU,Quebec,Canada,Tablet,Electronic,500,30,15000
2878,2014,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,3,1500
2879,2014,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,58,6960
2880,2013,3,Mar,Q1,NY,New York,USA,Printer,Electronic,200,11,2200
2881,2014,1,Jan,Q1,CA,California,USA,Laptop,Electronic,1000,24,24000
2882,2013,6,Jun,Q2,WA,Washington,USA,Laptop,Electronic,1000,29,29000
2883,2013,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,56,28000
2884,2014,10,Oct,Q4,NY,New York,USA,Tablet,Electronic,500,46,23000
2885,2014,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,65,7800
2886,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,40,4800
2887,2013,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,19,9500
2888,2014,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,39,4680
2889,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,53,6360
2890,2014,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,19,2280
2891,2014,5,May,Q2,CA,California,USA,Chair,Furniture,120,61,7320
2892,2014,12,Dec,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,22,22000
2893,2014,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,13,6500
2894,2014,2,Feb,Q1,NY,New York,USA,Printer,Electronic,200,45,9000
2895,2013,7,Jul,Q3,WA,Washington,USA,Tablet,Electronic,500,50,25000
2896,2014,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,49,5880
2897,2013,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,4,480
2898,2014,12,Dec,Q4,QU,Quebec,Canada,Tablet,Electronic,500,41,20500
2899,2014,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,13,1560
2900,2014,10,Oct,Q4,WA,Washington,USA,Tablet,Electronic,500,26,13000
2901,2013,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,30,3600
